datetime,AAPL,cash,commission,total,returns,equity_curve
1990-04-10,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-12,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-16,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-17,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-18,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-19,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-20,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-23,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-25,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-26,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-27,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-04-30,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-01,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-02,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-03,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-04,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-06,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-07,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-09,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-11,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-12,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-14,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-15,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-16,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-17,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-18,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-21,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-22,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-23,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-24,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-25,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-29,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-30,0.0,100000.0,0.0,100000.0,0.0,1.0
1990-05-31,4125.0,95860.7,1.3,99985.7,-0.00014300000000000423,0.999857
1990-06-02,3475.0,95860.7,1.3,99335.7,-0.006500929632937469,0.993357
1990-06-03,3525.0,95860.7,1.3,99385.7,0.0005033437122807793,0.9938570000000001
1990-06-04,3988.0000000000005,95860.7,1.3,99848.7,0.004658617889696348,0.998487
1990-06-06,0.0,99847.4,2.6,99847.4,-1.301969880429521e-05,0.998474
1990-06-07,4475.0,95896.09999999999,3.9000000000000004,100371.09999999999,0.0052450038759146445,1.003711
1990-06-08,3950.0,95896.09999999999,3.9000000000000004,99846.09999999999,-0.005230589283170106,0.998461
1990-06-09,3575.0,95896.09999999999,3.9000000000000004,99471.09999999999,-0.0037557801456441497,0.994711
1990-06-11,3350.0,95896.09999999999,3.9000000000000004,99246.09999999999,-0.002261963525084121,0.992461
1990-06-12,4125.0,95896.09999999999,3.9000000000000004,100021.09999999999,0.007808871079065138,1.0002110000000002
1990-06-13,3975.0,95896.09999999999,3.9000000000000004,99871.09999999999,-0.0014996835667674402,0.9987110000000001
1990-06-14,3975.0,95896.09999999999,3.9000000000000004,99871.09999999999,0.0,0.9987110000000001
1990-06-15,3950.0,95896.09999999999,3.9000000000000004,99846.09999999999,-0.0002503226659164026,0.998461
1990-06-18,3925.0,95896.09999999999,3.9000000000000004,99821.09999999999,-0.0002503853430428915,0.9982110000000001
1990-06-19,3963.0000000000005,95896.09999999999,3.9000000000000004,99859.09999999999,0.00038068103837773926,0.9985910000000001
1990-06-20,4000.0,95896.09999999999,3.9000000000000004,99896.09999999999,0.00037052206559051726,0.9989610000000002
1990-06-21,4188.0,95896.09999999999,3.9000000000000004,100084.09999999999,0.0018819553516102872,1.000841
1990-06-22,4150.0,95896.09999999999,3.9000000000000004,100046.09999999999,-0.0003796806885408843,1.000461
1990-06-25,4125.0,95896.09999999999,3.9000000000000004,100021.09999999999,-0.0002498848031057266,1.0002110000000002
1990-06-26,4061.9999999999995,95896.09999999999,3.9000000000000004,99958.09999999999,-0.0006298670980423582,0.9995810000000002
1990-06-27,4150.0,95896.09999999999,3.9000000000000004,100046.09999999999,0.0008803688745584459,1.0004610000000003
1990-06-28,4300.0,95896.09999999999,3.9000000000000004,100196.09999999999,0.0014993088186345815,1.0019610000000003
1990-06-29,4475.0,95896.09999999999,3.9000000000000004,100371.09999999999,0.001746574966490666,1.0037110000000002
1990-07-02,3325.0,95896.09999999999,3.9000000000000004,99221.09999999999,-0.011457481286944127,0.9922110000000003
1990-07-03,3536.9999999999995,95896.09999999999,3.9000000000000004,99433.09999999999,0.002136642306928671,0.9943310000000003
1990-07-05,4150.0,95896.09999999999,3.9000000000000004,100046.09999999999,0.00616494909642773,1.0004610000000005
1990-07-06,3900.0,95896.09999999999,3.9000000000000004,99796.09999999999,-0.00249884803105771,0.9979610000000004
1990-07-08,3950.0,95896.09999999999,3.9000000000000004,99846.09999999999,0.0005010215830076881,0.9984610000000004
1990-07-09,3638.0000000000005,95896.09999999999,3.9000000000000004,99534.09999999999,-0.003124809081175961,0.9953410000000004
1990-07-11,3325.0,95896.09999999999,3.9000000000000004,99221.09999999999,-0.003144650928676662,0.9922110000000004
1990-07-12,4250.0,95896.09999999999,3.9000000000000004,100146.09999999999,0.009322613839193528,1.0014610000000004
1990-07-13,4675.0,95896.09999999999,3.9000000000000004,100571.09999999999,0.004243799808479887,1.0057110000000005
1990-07-16,4562.0,95896.09999999999,3.9000000000000004,100458.09999999999,-0.0011235832162519444,1.0045810000000006
1990-07-17,4425.0,95896.09999999999,3.9000000000000004,100321.09999999999,-0.0013637526491143692,1.0032110000000007
1990-07-18,4462.0,95896.09999999999,3.9000000000000004,100358.09999999999,0.00036881573268243706,1.0035810000000007
1990-07-19,4175.0,95896.09999999999,3.9000000000000004,100071.09999999999,-0.00285975920229653,1.0007110000000008
1990-07-20,4100.0,95896.09999999999,3.9000000000000004,99996.09999999999,-0.0007494671288713617,0.9999610000000008
1990-07-23,4150.0,95896.09999999999,3.9000000000000004,100046.09999999999,0.0005000195007605068,1.0004610000000007
1990-07-24,4212.0,95896.09999999999,3.9000000000000004,100108.09999999999,0.0006197143117023796,1.0010810000000008
1990-07-25,4225.0,95896.09999999999,3.9000000000000004,100121.09999999999,0.00012985962174894006,1.0012110000000007
1990-07-26,4138.0,95896.09999999999,3.9000000000000004,100034.09999999999,-0.000868947704330103,1.0003410000000006
1990-07-27,4138.0,95896.09999999999,3.9000000000000004,100034.09999999999,0.0,1.0003410000000006
1990-07-30,4237.0,95896.09999999999,3.9000000000000004,100133.09999999999,0.000989662525078927,1.0013310000000006
1990-07-31,4200.0,95896.09999999999,3.9000000000000004,100096.09999999999,-0.0003695081846062376,1.0009610000000007
1990-08-01,3800.0,95896.09999999999,3.9000000000000004,99696.09999999999,-0.003996159690537349,0.9969610000000007
1990-08-02,3300.0,95896.09999999999,3.9000000000000004,99196.09999999999,-0.0050152413183665034,0.9919610000000006
1990-08-03,3675.0,95896.09999999999,3.9000000000000004,99571.09999999999,0.003780390559709579,0.9957110000000007
1990-08-05,4175.0,95896.09999999999,3.9000000000000004,100071.09999999999,0.005021537373796292,1.0007110000000008
1990-08-06,3825.0,95896.09999999999,3.9000000000000004,99721.09999999999,-0.0034975132680663545,0.9972110000000008
1990-08-08,4013.0000000000005,95896.09999999999,3.9000000000000004,99909.09999999999,0.0018852579845187734,0.9990910000000008
1990-08-10,2913.0,95896.09999999999,3.9000000000000004,98809.09999999999,-0.011010008097360524,0.9880910000000008
1990-08-11,3450.0,95896.09999999999,3.9000000000000004,99346.09999999999,0.005434722105555068,0.9934610000000008
1990-08-13,3988.0000000000005,95896.09999999999,3.9000000000000004,99884.09999999999,0.005415411374980916,0.9988410000000008
1990-08-14,3975.0,95896.09999999999,3.9000000000000004,99871.09999999999,-0.00013015084482914663,0.9987110000000008
1990-08-15,3925.0,95896.09999999999,3.9000000000000004,99821.09999999999,-0.0005006453318326942,0.9982110000000008
1990-08-16,3850.0,95896.09999999999,3.9000000000000004,99746.09999999999,-0.0007513441546926902,0.9974610000000009
1990-08-17,3650.0,95896.09999999999,3.9000000000000004,99546.09999999999,-0.002005090925860764,0.9954610000000009
1990-08-20,3675.0,95896.09999999999,3.9000000000000004,99571.09999999999,0.0002511399241156287,0.995711000000001
1990-08-21,3625.0,95896.09999999999,3.9000000000000004,99521.09999999999,-0.000502153737379607,0.9952110000000011
1990-08-22,3511.9999999999995,95896.09999999999,3.9000000000000004,99408.09999999999,-0.001135437610717771,0.994081000000001
1990-08-23,3450.0,95896.09999999999,3.9000000000000004,99346.09999999999,-0.0006236916307624796,0.993461000000001
1990-08-24,3550.0,95896.09999999999,3.9000000000000004,99446.09999999999,0.0010065820399594028,0.9944610000000011
1990-08-27,3775.0,95896.09999999999,3.9000000000000004,99671.09999999999,0.0022625321656655206,0.996711000000001
1990-08-28,3813.0000000000005,95896.09999999999,3.9000000000000004,99709.09999999999,0.0003812539442225038,0.997091000000001
1990-08-29,3725.0,95896.09999999999,3.9000000000000004,99621.09999999999,-0.0008825673885332064,0.996211000000001
1990-08-30,3625.0,95896.09999999999,3.9000000000000004,99521.09999999999,-0.0010038034111247152,0.995211000000001
1990-08-31,3700.0,95896.09999999999,3.9000000000000004,99596.09999999999,0.0007536090336621726,0.9959610000000009
1990-09-01,3761.9999999999995,95896.09999999999,3.9000000000000004,99658.09999999999,0.0006225143354006146,0.9965810000000008
1990-09-02,3425.0,95896.09999999999,3.9000000000000004,99321.09999999999,-0.00338156155897007,0.9932110000000008
1990-09-03,3686.9999999999995,95896.09999999999,3.9000000000000004,99583.09999999999,0.0026379087625891806,0.9958310000000008
1990-09-04,4112.0,95896.09999999999,3.9000000000000004,100008.09999999999,0.00426779242662656,1.0000810000000007
1990-09-05,4188.0,95896.09999999999,3.9000000000000004,100084.09999999999,0.000759938444985897,1.0008410000000005
1990-09-07,4663.0,95896.09999999999,3.9000000000000004,100559.09999999999,0.004746008606761665,1.0055910000000006
1990-09-08,3950.0,95896.09999999999,3.9000000000000004,99846.09999999999,-0.007090357809487191,0.9984610000000005
1990-09-10,2800.0,95896.09999999999,3.9000000000000004,98696.09999999999,-0.01151772577997534,0.9869610000000005
1990-09-11,3550.0,95896.09999999999,3.9000000000000004,99446.09999999999,0.007599084462303951,0.9944610000000005
1990-09-13,3375.0,95896.09999999999,3.9000000000000004,99271.09999999999,-0.001759747239962195,0.9927110000000005
1990-09-14,3400.0,95896.09999999999,3.9000000000000004,99296.09999999999,0.00025183562990638286,0.9929610000000004
1990-09-17,3375.0,95896.09999999999,3.9000000000000004,99271.09999999999,-0.0002517722246896392,0.9927110000000003
1990-09-18,3336.9999999999995,95896.09999999999,3.9000000000000004,99233.09999999999,-0.00038279015745767975,0.9923310000000004
1990-09-19,3250.0,95896.09999999999,3.9000000000000004,99146.09999999999,-0.0008767235932365391,0.9914610000000004
1990-09-20,3162.0,95896.09999999999,3.9000000000000004,99058.09999999999,-0.0008875790374003323,0.9905810000000004
1990-09-21,3150.0,95896.09999999999,3.9000000000000004,99046.09999999999,-0.00012114102733651322,0.9904610000000004
1990-09-24,3025.0,95896.09999999999,3.9000000000000004,98921.09999999999,-0.0012620385860725447,0.9892110000000004
1990-09-25,3000.0,95896.09999999999,3.9000000000000004,98896.09999999999,-0.00025272666802123034,0.9889610000000004
1990-09-26,2975.0,95896.09999999999,3.9000000000000004,98871.09999999999,-0.0002527905549359888,0.9887110000000003
1990-09-27,2825.0,95896.09999999999,3.9000000000000004,98721.09999999999,-0.0015171268449526432,0.9872110000000004
1990-09-28,2900.0,95896.09999999999,3.9000000000000004,98796.09999999999,0.0007597160080266008,0.9879610000000003
1990-10-01,3600.0,95896.09999999999,3.9000000000000004,99496.09999999999,0.007085299925806865,0.9949610000000004
1990-10-04,4125.0,95896.09999999999,3.9000000000000004,100021.09999999999,0.005276588730613652,1.0002110000000006
1990-10-05,4138.0,95896.09999999999,3.9000000000000004,100034.09999999999,0.0001299725757866188,1.0003410000000008
1990-10-07,4700.0,95896.09999999999,3.9000000000000004,100596.09999999999,0.005618084233276477,1.0059610000000008
1990-10-08,3875.0,95896.09999999999,3.9000000000000004,99771.09999999999,-0.008201113164426843,0.9977110000000008
1990-10-09,3575.0,95896.09999999999,3.9000000000000004,99471.09999999999,-0.0030068827546253507,0.9947110000000008
1990-10-10,2650.0,95896.09999999999,3.9000000000000004,98546.09999999999,-0.009299183380901632,0.9854610000000007
1990-10-12,4175.0,95896.09999999999,3.9000000000000004,100071.09999999999,0.015474990892587304,1.0007110000000008
1990-10-15,2775.0,95896.09999999999,3.9000000000000004,98671.09999999999,-0.01399005307226564,0.9867110000000008
1990-10-16,2500.0,95896.09999999999,3.9000000000000004,98396.09999999999,-0.002787036933813436,0.9839610000000008
1990-10-17,2650.0,95896.09999999999,3.9000000000000004,98546.09999999999,0.0015244506642031475,0.9854610000000007
1990-10-18,2850.0,95896.09999999999,3.9000000000000004,98746.09999999999,0.002029507002306641,0.9874610000000008
1990-10-19,0.0,98744.79999999999,5.2,98744.79999999999,-1.3165076899301908e-05,0.9874480000000008
1990-10-22,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-23,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-24,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-25,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-26,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-29,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-30,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-10-31,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-01,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-04,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-05,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-06,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-07,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-09,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-10,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-12,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-13,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-14,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-15,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-16,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-19,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-20,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-21,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-23,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-26,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-27,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-28,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-29,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-11-30,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-01,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-02,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-03,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-04,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-06,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-07,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-09,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-10,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-11,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-12,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-13,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-14,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-17,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-18,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-19,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-20,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-21,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-24,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-26,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-27,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-28,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1990-12-31,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-02,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-03,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-04,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-05,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-07,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-08,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-10,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-11,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-14,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-15,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-16,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-17,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-18,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-21,0.0,98744.79999999999,5.2,98744.79999999999,0.0,0.9874480000000008
1991-01-22,5125.0,93668.49999999999,6.5,98793.49999999999,0.0004931905275011861,0.9879350000000008
1991-01-23,5175.0,93668.49999999999,6.5,98843.49999999999,0.0005061061709525916,0.9884350000000008
1991-01-24,5213.0,93668.49999999999,6.5,98881.49999999999,0.0003844461193704962,0.9888150000000008
1991-01-25,5350.0,93668.49999999999,6.5,99018.49999999999,0.0013854967815010166,0.9901850000000008
1991-01-28,5450.0,93668.49999999999,6.5,99118.49999999999,0.0010099122891176204,0.9911850000000006
1991-01-29,5375.0,93668.49999999999,6.5,99043.49999999999,-0.0007566700464595177,0.9904350000000006
1991-01-30,5550.0,93668.49999999999,6.5,99218.49999999999,0.0017669004023483925,0.9921850000000005
1991-01-31,5550.0,93668.49999999999,6.5,99218.49999999999,0.0,0.9921850000000005
1991-02-01,4350.0,93668.49999999999,6.5,98018.49999999999,-0.012094518663354092,0.9801850000000005
1991-02-04,7275.0,93668.49999999999,6.5,100943.49999999999,0.02984130546784547,1.0094350000000007
1991-02-05,4900.0,93668.49999999999,6.5,98568.49999999999,-0.023528013195500463,0.9856850000000007
1991-02-07,4225.0,93668.49999999999,6.5,97893.49999999999,-0.006848029542906753,0.9789350000000007
1991-02-08,5000.0,93668.49999999999,6.5,98668.49999999999,0.007916766690331922,0.9866850000000007
1991-02-10,4975.0,93668.49999999999,6.5,98643.49999999999,-0.0002533736704216638,0.9864350000000007
1991-02-12,5175.0,93668.49999999999,6.5,98843.49999999999,0.002027503079270243,0.9884350000000006
1991-02-13,6000.0,93668.49999999999,6.5,99668.49999999999,0.00834652759159682,0.9966850000000006
1991-02-14,5713.0,93668.49999999999,6.5,99381.49999999999,-0.002879545693975527,0.9938150000000006
1991-02-15,5763.0,93668.49999999999,6.5,99431.49999999999,0.0005031117461500312,0.9943150000000006
1991-02-19,6000.0,93668.49999999999,6.5,99668.49999999999,0.0023835504845044486,0.9966850000000007
1991-02-20,6100.0,93668.49999999999,6.5,99768.49999999999,0.001003326025775353,0.9976850000000006
1991-02-21,5900.0,93668.49999999999,6.5,99568.49999999999,-0.0020046407433207403,0.9956850000000006
1991-02-22,5975.0,93668.49999999999,6.5,99643.49999999999,0.0007532502749363346,0.9964350000000006
1991-02-25,5800.0,93668.49999999999,6.5,99468.49999999999,-0.0017562610707171356,0.9946850000000006
1991-02-26,5825.0,93668.49999999999,6.5,99493.49999999999,0.0002513358500428886,0.9949350000000005
1991-02-27,5825.0,93668.49999999999,6.5,99493.49999999999,0.0,0.9949350000000005
1991-02-28,5725.0,93668.49999999999,6.5,99393.49999999999,-0.0010050907848251356,0.9939350000000005
1991-03-01,4300.0,93668.49999999999,6.5,97968.49999999999,-0.014336953623727888,0.9796850000000005
1991-03-04,7000.0,93668.49999999999,6.5,100668.49999999999,0.027559878940679905,1.0066850000000005
1991-03-05,4900.0,93668.49999999999,6.5,98568.49999999999,-0.020860547241689287,0.9856850000000005
1991-03-06,4925.0,93668.49999999999,6.5,98593.49999999999,0.0002536307238114599,0.9859350000000006
1991-03-07,4313.0,93668.49999999999,6.5,97981.49999999999,-0.006207305755450365,0.9798150000000005
1991-03-09,5250.0,93668.49999999999,6.5,98918.49999999999,0.00956302975561707,0.9891850000000005
1991-03-10,4775.0,93668.49999999999,6.5,98443.49999999999,-0.004801932904360706,0.9844350000000005
1991-03-12,5050.0,93668.49999999999,6.5,98718.49999999999,0.00279348052436168,0.9871850000000005
1991-03-13,6625.0,93668.49999999999,6.5,100293.49999999999,0.015954456358230784,1.0029350000000006
1991-03-14,6525.0,93668.49999999999,6.5,100193.49999999999,-0.0009970735890162397,1.0019350000000005
1991-03-15,6625.0,93668.49999999999,6.5,100293.49999999999,0.000998068736993929,1.0029350000000006
1991-03-18,6775.0,93668.49999999999,6.5,100443.49999999999,0.001495610383524415,1.0044350000000006
1991-03-19,6950.0,93668.49999999999,6.5,100618.49999999999,0.0017422730191600788,1.0061850000000008
1991-03-20,6775.0,93668.49999999999,6.5,100443.49999999999,-0.0017392427833847757,1.0044350000000009
1991-03-21,6475.0,93668.49999999999,6.5,100143.49999999999,-0.002986753747131421,1.001435000000001
1991-03-22,6325.0,93668.49999999999,6.5,99993.49999999999,-0.00149785058441132,0.999935000000001
